personId,firstName,lastName,birthdate,lastAttended,country,height,bodyWeight,guard,forward,center,draftYear,draftRound,draftNumber
111,LaPhonso,Ellis,1970-05-05,Notre Dame,USA,80.0,240.0,False,True,False,1992.0,1.0,5.0
1034,LeRon,Ellis,1969-04-28,Syracuse,USA,81.0,225.0,False,False,True,1991.0,1.0,22.0
76663,Leroy,Ellis,1940-03-10,St. John's (NY),USA,83.0,210.0,False,True,False,1962.0,1.0,6.0
101145,Monta,Ellis,1985-10-26,No College,USA,75.0,185.0,True,False,False,2005.0,2.0,40.0
1627768,Perry,Ellis,"","","","","","","","","","",""
200863,Tyrone,Ellis,"","","","","","","","","","",""
1630707,Malik,Ellison,1996-08-17,Hartford,USA,"",1630707.0,False,False,False,-22.0,-22.0,-22.0
442,Pervis,Ellison,1967-04-03,Louisville,USA,"","",False,False,True,1989.0,1.0,1.0
600010,Len,Elmore,1952-03-28,Maryland,USA,82.0,220.0,False,False,True,1974.0,1.0,13.0
1922,Francisco,Elson,1976-02-28,California,Netherlands,84.0,1922.0,False,False,False,1999.0,2.0,41.0
76667,Darrell,Elston,1952-08-15,North Carolina,USA,75.0,76667.0,True,False,False,1974.0,3.0,43.0
2408,Melvin,Ely,1978-05-02,Fresno State,USA,82.0,260.0,False,True,True,2002.0,1.0,12.0
552,Elyahu,Elyahu,"","","","","","","","","","",""
203954,Joel,Embiid,1994-03-16,Kansas,Cameroon,84.0,280.0,False,True,True,2014.0,1.0,3.0
76668,Wayne,Embry,1937-03-26,Miami (Ohio),USA,80.0,240.0,False,False,True,1958.0,3.0,22.0
2765,Andre,Emmett,1982-08-27,Texas Tech,USA,77.0,230.0,True,False,False,2004.0,2.0,35.0
1642400,Tristan,Enaruna,"","","","","","","","","","",""
76669,Ned,Endress,1918-03-02,Akron,USA,74.0,200.0,False,True,False,-1.0,-1.0,-1.0
76670,Chris,Engler,1959-03-01,Wyoming,USA,83.0,245.0,False,False,True,1982.0,3.0,60.0
76671,Wayne,Englestad,1963-12-06,California-Irvine,USA,80.0,245.0,False,True,False,-1.0,-1.0,-1.0
76672,A.J.,English,1967-07-11,Virginia Union,USA,75.0,175.0,True,False,False,1990.0,2.0,37.0
76673,Alex,English,1954-01-05,South Carolina,USA,80.0,190.0,False,True,False,1976.0,2.0,23.0
2606,Carl,English,"","","","","","","","","","",""
76674,Claude,English,1946-12-26,Rhode Island,USA,76.0,76674.0,True,False,False,1970.0,7.0,110.0
76676,Jojo,English,1970-02-04,South Carolina,USA,76.0,195.0,True,False,False,-1.0,-1.0,-1.0
203119,Kim,English,1988-09-24,Missouri,USA,78.0,200.0,True,False,False,2012.0,2.0,44.0
76675,Scott,English,1950-10-20,Texas-El Paso,USA,78.0,205.0,False,True,False,1972.0,3.0,33.0
76677,Gene,Englund,1917-10-21,Wisconsin,USA,76.0,205.0,False,True,False,-1.0,-1.0,-1.0
203898,Tyler,Ennis,1994-08-24,Syracuse,Canada,75.0,194.0,True,False,False,2014.0,1.0,18.0
203516,James,Ennis III,1990-07-01,Cal State-Long Beach,USA,78.0,215.0,False,True,False,2013.0,2.0,50.0
76678,Ray,Epps,1956-08-20,Norfolk State,USA,78.0,76678.0,False,True,False,1977.0,5.0,104.0
583,Cuneyt,Erden,"","","","","","","","","","",""
201623,Semih,Erden,1986-07-28,Fenerbahce,Turkey,84.0,240.0,False,False,True,2008.0,2.0,60.0
43303,Semih,Erden,"","","","","","","","","","",""
40014,Serkan,Erdogan,"","","","","","","","","","",""
76679,Bo,Erias,1932-07-30,Niagara,USA,75.0,220.0,False,True,False,1954.0,5.0,43.0
203149,Micheal,Eric,"","","","","","","","","","",""
76680,Keith,Erickson,1944-04-19,UCLA,USA,77.0,195.0,False,True,False,1965.0,3.0,18.0
42534,Baris,Ermis,"","","","","","","","","","",""
56002,Baris,Ermis,"","","","","","","","","","",""
76681,Julius,Erving,1950-02-22,Massachusetts,USA,79.0,200.0,False,True,False,1972.0,1.0,12.0
1915,Evan,Eschmeyer,1975-05-30,Northwestern,USA,83.0,250.0,False,False,True,1999.0,2.0,34.0
76682,Jack,Eskridge,1924-01-21,Kansas,USA,77.0,200.0,False,False,True,-1.0,-1.0,-1.0
64005,Ariel,Eslava,"","","","","","","","","","",""
76683,Vincenzo,Esposito,1969-03-01,Fortitudo Bologna,Italy,75.0,198.0,True,False,False,-1.0,-1.0,-1.0
1642855,Noa,Essengue,"","","","","","","","","","",""
196295093,Noa,Essengue,"","","","","",False,False,False,"","",""
1642401,Aaron,Estrada,2001-02-03,Alabama,USA,"",1642401.0,False,False,False,-22.0,-22.0,-22.0
1630623,Tyson,Etienne,1999-09-17,Wichita State,USA,"",1630623.0,False,False,False,-22.0,-22.0,-22.0
1629234,Drew,Eubanks,"","","","","",False,False,True,"","",""
76687,Bob,Evans,1925-05-31,Butler,USA,74.0,175.0,True,False,False,1949.0,4.0,""
967,Brian,Evans,1973-09-13,Indiana,USA,80.0,967.0,False,False,False,1996.0,1.0,27.0
76685,Earl,Evans,1955-11-11,UNLV,USA,80.0,202.0,False,True,False,1978.0,8.0,157.0
1628980,Jacob,Evans,1997-06-18,Cincinnati,USA,76.0,210.0,True,True,False,2018.0,1.0,28.0
1628393,Jawun,Evans,1996-07-26,Oklahoma State,USA,72.0,1628393.0,True,False,False,2017.0,2.0,39.0
202379,Jeremy,Evans,1987-10-24,Western Kentucky,USA,81.0,200.0,False,True,False,2010.0,2.0,55.0
1629037,Keenan,Evans,"","","","","","","","","","",""
2230,Maurice,Evans,1978-11-08,Texas,USA,77.0,220.0,True,True,False,-1.0,-1.0,-1.0
76686,Mike,Evans,1955-04-19,Kansas State,USA,73.0,76686.0,True,False,False,1978.0,1.0,21.0
2501,Reggie,Evans,1980-05-18,Iowa,USA,80.0,245.0,False,True,True,-1.0,-1.0,-1.0
201936,Tyreke,Evans,1989-09-19,Memphis,USA,78.0,220.0,True,False,False,2009.0,1.0,4.0
1641787,Tosan,Evbuomwan,"","","","","","","","","","",""
101137,Daniel,Ewing,1983-03-26,Duke,USA,75.0,185.0,True,False,False,2005.0,2.0,32.0
121,Patrick,Ewing,1962-08-05,Georgetown,Jamaica,84.0,121.0,False,False,True,1985.0,1.0,1.0
201607,Patrick,Ewing,1984-05-20,Georgetown,USA,80.0,235.0,False,True,False,2008.0,2.0,43.0
203957,Dante,Exum,1995-07-13,Australian Institute of Sport,Australia,77.0,214.0,True,False,False,2014.0,1.0,5.0
201963,Christian,Eyenga,1989-06-22,DKV Joventut,Congo,79.0,210.0,False,True,False,2009.0,1.0,30.0
56062,Benjamin,Eze,"","","","","","","","","","",""
203105,Festus,Ezeli,1989-10-21,Vanderbilt,Nigeria,83.0,265.0,False,False,True,2012.0,1.0,30.0
76689,Johnny,Ezersky,1905-04-04,Rhode Island,USA,"","","","","",1947.0,"",""
76690,Joe,Fabel,1913-09-04,Pittsburgh,USA,73.0,190.0,False,True,False,-1.0,-1.0,-1.0
203927,CJ,Fair,"","","","","","","","","","",""
76691,John,Fairchild,1943-04-28,Brigham Young,USA,79.0,205.0,False,True,False,1965.0,2.0,16.0
1629605,Tacko,Fall,1995-12-10,UCF,Senegal,90.0,311.0,False,False,True,-1.0,-1.0,-1.0
196295070,Tacko,Fall,"","","","","","","","","","",""
202820,Jarrid,Famous,"","","","","","","","","","",""
101253,Olu,Famutimi,"","","","","","","","","","",""
27009,Ziming,Fan,"","","","","","","","","","",""
64112,Shuo,Fang,"","","","","","","","","","",""
76692,Phil,Farbman,1924-04-03,City College of New York,USA,73.0,185.0,False,True,False,-1.0,-1.0,-1.0
202702,Kenneth,Faried,1989-11-19,Morehead State,USA,80.0,202702.0,False,True,True,2011.0,1.0,22.0
76693,Dick,Farley,1932-04-13,Indiana,USA,76.0,190.0,True,False,False,1954.0,2.0,15.0
200770,Jordan,Farmar,1986-11-30,UCLA,USA,74.0,180.0,True,False,False,2006.0,1.0,26.0
2824,Desmon,Farmer,1981-10-07,Southern California,USA,77.0,220.0,True,False,False,-1.0,-1.0,-1.0
76695,Jim,Farmer,1964-09-23,Alabama,USA,76.0,190.0,False,True,False,1987.0,1.0,20.0
76694,Mike,Farmer,1936-09-26,San Francisco,USA,79.0,210.0,False,True,False,1958.0,1.0,3.0
1108,Tony,Farmer,1970-01-03,Nebraska,USA,81.0,244.0,False,True,False,-1.0,-1.0,-1.0
203201,Mustapha,Farrakhan,"","","","","","","","","","",""
76696,Bob,Faught,1921-09-02,Notre Dame,USA,77.0,76696.0,False,False,False,-22.0,-22.0,-22.0
203543,Vitor,Faverani,1988-05-05,Valencia,Brazil,83.0,260.0,False,False,True,-1.0,-1.0,-1.0
202324,Derrick,Favors,1991-07-15,Georgia Tech,USA,81.0,265.0,False,True,False,2010.0,1.0,3.0
201174,Nick,Fazekas,1985-06-17,Nevada-Reno,USA,83.0,235.0,False,True,False,2007.0,2.0,34.0
1642847,Jeremiah,Fears,"","","","","","","","","","",""
76697,Dave,Fedor,1940-12-10,Florida State,USA,78.0,190.0,False,True,False,1962.0,3.0,23.0
76698,Bob,Feerick,1920-01-02,Santa Clara,USA,75.0,76698.0,False,False,False,-22.0,-22.0,-22.0
76699,Butch,Feher,1954-05-19,Vanderbilt,USA,76.0,76699.0,True,False,False,1976.0,2.0,33.0
994,Jamie,Feick,1974-07-03,Michigan State,USA,80.0,255.0,False,True,False,1996.0,2.0,48.0
76701,Ron,Feiereisel,1931-08-06,DePaul,USA,75.0,185.0,True,False,False,1953.0,"",""
76702,George,Feigenbaum,1929-07-02,Kentucky,USA,73.0,76702.0,False,False,False,-22.0,-22.0,-22.0
76703,Dave,Feitl,1962-06-08,Texas-El Paso,USA,83.0,235.0,False,False,True,1986.0,2.0,43.0
1627770,Kay,Felder,1995-03-29,Oakland,USA,69.0,176.0,True,False,False,2016.0,2.0,54.0
1626245,Cristiano,Felicio,1992-07-07,Flamengo,Brazil,83.0,270.0,False,True,True,-1.0,-1.0,-1.0
43219,Cristiano,Felicio,"","","","","","","","","","",""
203467,Carrick,Felix,1990-08-17,Arizona State,USA,78.0,201.0,True,True,False,2013.0,2.0,33.0
101230,Noel,Felix,1981-10-04,Fresno State,USA,81.0,225.0,False,True,False,-1.0,-1.0,-1.0
76704,Ray,Felix,1930-12-10,Long Island-Brooklyn,USA,83.0,220.0,False,False,True,1953.0,1.0,1.0
203587,Courtney,Fells,"","","","","","","","","","",""
101109,Raymond,Felton,1984-06-26,North Carolina,USA,73.0,205.0,True,False,False,2005.0,1.0,5.0
76705,Jake,Fendley,1929-06-12,Northwestern,USA,72.0,180.0,True,False,False,1951.0,3.0,23.0
76706,Bill,Fenley,1922-02-08,Manhattan,USA,75.0,190.0,False,True,False,-1.0,-1.0,-1.0
2850,Anwar,Ferguson,"","","","","","","","","","",""
2724,Desmond,Ferguson,1977-07-22,Detroit,USA,79.0,210.0,False,True,False,-1.0,-1.0,-1.0
1628390,Terrance,Ferguson,1998-05-17,"",USA,78.0,190.0,True,False,False,2017.0,1.0,21.0
52605,Lisandro,Fernandez,"","","","","","","","","","",""
196294533,Rodolfo,Fernandez,"","","","","","","","","","",""
201164,Rudy,Fernandez,1985-04-04,DKV Joventut,Spain,"","","","","",2007.0,1.0,24.0
56047,Rudy,Fernandez,"","","","","","","","","","",""
1628041,Vashil,Fernandez,"","","","","","","","","","",""
1628981,Bruno,Fernando,1998-08-15,Maryland,Anla,82.0,240.0,False,True,True,2019.0,2.0,34.0
76707,Eric,Fernsten,1953-11-01,San Francisco,USA,82.0,205.0,False,False,True,1975.0,4.0,62.0
76708,Al,Ferrari,1933-07-06,Michigan State,USA,76.0,190.0,True,False,False,1955.0,3.0,15.0
76709,Rolando,Ferreira,1964-05-24,Houston,USA,85.0,240.0,False,True,False,1988.0,2.0,26.0
273,Duane,Ferrell,1965-02-28,Georgia Tech,USA,79.0,215.0,False,True,False,-1.0,-1.0,-1.0
1627812,Yogi,Ferrell,1993-05-09,Indiana,USA,72.0,178.0,True,False,False,-1.0,-1.0,-1.0
76711,Arnie,Ferrin,1925-07-29,Utah,USA,76.0,180.0,False,True,False,1948.0,"",""
76712,Bob,Ferry,1937-05-31,St. Louis,USA,80.0,230.0,False,False,True,1959.0,"",""
198,Danny,Ferry,1966-10-17,Duke,USA,82.0,235.0,False,True,False,1989.0,1.0,2.0
201178,Kyrylo,Fesenko,1986-12-24,Cherkaski,Ukraine,85.0,280.0,False,False,True,2007.0,2.0,38.0
202071,Michael,Fey,"","","","","","","","","","",""
2386,Kimani,Ffriend,"","","","","","","","","","",""
1642499,Max,Fiedler,2001-02-26,Rice,USA,"",1642499.0,False,False,False,-22.0,-22.0,-22.0
76713,Kenny,Fields,1962-02-09,UCLA,USA,77.0,220.0,False,True,False,1984.0,1.0,21.0
202361,Landry,Fields,1988-06-27,Stanford,USA,79.0,215.0,True,True,False,2010.0,2.0,39.0
1630835,LJ,Figueroa,1998-03-28,Oregon,USA,"",1630835.0,False,False,False,-22.0,-22.0,-22.0
76714,Ron,Filipek,1944-02-05,Tennessee Tech,USA,77.0,205.0,False,True,False,1967.0,9.0,100.0
196294613,Marko,Filipovity,"","","","","",False,True,False,"","",""
1642271,Kyle,Filipowski,"","","","","",False,False,True,"","",""
76715,Greg,Fillmore,1947-03-07,Cheyney,USA,85.0,240.0,False,False,True,1970.0,8.0,136.0
76716,Hank,Finkel,1942-04-20,Dayton,USA,84.0,240.0,False,False,True,1966.0,2.0,17.0
714,Michael,Finley,1973-03-06,Wisconsin,USA,79.0,225.0,True,True,False,1995.0,1.0,21.0
76717,Danny,Finn,1928-05-27,St. John's (NY),USA,73.0,185.0,True,False,False,-1.0,-1.0,-1.0
1627827,Dorian,Finney-Smith,"","","","","",False,False,False,"","",""
101217,D'or,Fischer,"","","","","","","","","","",""
900,Matt,Fish,1969-11-18,North Carolina-Wilmington,USA,83.0,900.0,False,False,False,1992.0,2.0,50.0
64006,Anthony,Fisher,"","","","","","","","","","",""
41633,D'or,Fisher,"","","","","","","","","","",""
965,Derek,Fisher,1974-08-09,Arkansas-Little Rock,USA,73.0,210.0,True,False,False,1996.0,1.0,24.0
2809,Gerald,Fitch,1982-08-12,Kentucky,USA,75.0,188.0,True,False,False,-1.0,-1.0,-1.0
1630238,Malik,Fitts,1997-07-04,"",USA,77.0,230.0,False,True,False,-1.0,-1.0,-1.0
76720,Bob,Fitzgerald,1923-03-14,Fordham,USA,77.0,76720.0,False,True,False,-22.0,-22.0,-22.0
76719,Dick,Fitzgerald,1920-11-18,Seton Hall,USA,74.0,175.0,False,True,False,-1.0,-1.0,-1.0
2033,Marcus,Fizer,1978-08-10,Iowa State,USA,"","","","","",2000.0,1.0,4.0
1966938166,Maximo,Fjelurup,"","","","","","","","","","",""
1642843,Cooper,Flagg,"","","","","",false,false,false,"","",""
1641745,Adam,Flagler,"","","","","","","","","","",""
1629967,Skyler,Flatten,"","","","","","","","","","",""
76721,Jerry,Fleishman,1922-02-14,New York University,USA,74.0,190.0,True,False,False,-1.0,-1.0,-1.0
76722,Al,Fleming,1954-04-05,Arizona,USA,79.0,215.0,False,True,False,1976.0,2.0,30.0
76723,Ed,Fleming,1933-07-25,Niagara,USA,75.0,189.0,True,False,False,1955.0,3.0,16.0
1642853,Rasheer,Fleming,"","","","","","","","","","",""
313,Vern,Fleming,1962-02-04,Georgia,USA,77.0,313.0,True,False,False,1984.0,1.0,18.0
2784,Luis,Flores,1981-04-11,Manhattan,USA,74.0,195.0,True,False,False,2004.0,2.0,55.0
76725,Bruce,Flowers,1957-06-13,Notre Dame,USA,80.0,225.0,False,True,False,1979.0,2.0,26.0
202956,Gary,Flowers,"","","","","","","","","","",""
1642280,Trentyn,Flowers,"","","","","","","","","","",""
196295069,Jordan,Floyd,"","","","","","","","","","",""
76726,Sleepy,Floyd,1960-03-06,Georgetown,USA,75.0,170.0,True,False,False,1982.0,1.0,13.0
201938,Jonny,Flynn,1989-02-06,Syracuse,USA,72.0,185.0,True,False,False,2009.0,1.0,6.0
1630201,Malachi,Flynn,1998-05-09,San Diego State,USA,73.0,1630201.0,True,False,False,2020.0,1.0,29.0
76727,Mike,Flynn,1953-07-31,Kentucky,USA,74.0,76727.0,True,False,False,1975.0,7.0,113.0
203176,Kyle,Fogg,"","","","","","","","","","",""
76728,Larry,Fogle,1953-03-19,Canisius,USA,77.0,76728.0,True,False,False,1975.0,2.0,34.0
504,Foirest,Foirest,"","","","","","","","","","",""
76729,Jack,Foley,1939-04-19,Holy Cross,USA,75.0,170.0,False,True,False,1962.0,2.0,16.0
1829,Ike,Fontaine,1975-04-16,Washington State,USA,"","","","","",-1.0,-1.0,-1.0
76731,Levi,Fontaine,1948-11-01,Maryland-Eastern Shore,USA,76.0,76731.0,True,False,False,1970.0,5.0,70.0
1631323,Simone,Fontecchio,"","","","","","","","","","",""
202880,Jeff,Foote,1987-07-14,Cornell,USA,84.0,265.0,False,True,True,-1.0,-1.0,-1.0
1627854,Bryn,Forbes,1993-07-23,Michigan State,USA,74.0,205.0,True,False,False,-1.0,-1.0,-1.0
201814,Gary,Forbes,1985-02-25,Massachusetts,Panama,79.0,220.0,False,True,False,-1.0,-1.0,-1.0
1630758,Aleem,Ford,1997-12-22,LeonesdePonce,USA,80.0,220.0,False,True,False,-1.0,-1.0,-1.0
76732,Alphonso,Ford,1971-10-31,Mississippi Valley State,USA,73.0,76732.0,False,True,False,1993.0,2.0,32.0
2228,Alton,Ford,1981-05-29,Houston,USA,81.0,280.0,False,True,False,2001.0,2.0,50.0
76733,Chris,Ford,1949-01-11,Villanova,USA,77.0,190.0,True,False,False,1972.0,2.0,17.0
76734,Don,Ford,1952-12-31,California-Santa Barbara,USA,81.0,215.0,False,True,False,1975.0,6.0,92.0
76735,Jake,Ford,1946-04-29,Maryland-Eastern Shore,USA,75.0,180.0,True,False,False,1970.0,2.0,20.0
1630259,Jordan,Ford,1998-05-26,St. Mary's College,USA,73.0,1630259.0,True,False,False,-22.0,-22.0,-22.0
76736,Phil,Ford,1956-02-09,North Carolina,USA,74.0,175.0,True,False,False,1978.0,1.0,2.0
1627880,Quincy,Ford,"","","","","","","","","","",""
101213,Sharrod,Ford,1982-01-09,Clemson,USA,81.0,101213.0,False,False,False,-22.0,-22.0,-22.0
726,Sherell,Ford,1972-08-26,Illinois-Chicago,USA,79.0,210.0,False,True,False,1995.0,1.0,26.0
2551,T.J.,Ford,1983-03-24,Texas-Austin,USA,72.0,165.0,True,False,False,2003.0,1.0,8.0
76738,Donnie,Forman,1926-01-17,New York University,USA,70.0,175.0,True,False,False,-1.0,-1.0,-1.0
76739,Bayard,Forrest,1954-07-08,Grand Canyon,USA,82.0,235.0,False,False,True,1976.0,2.0,19.0
1630235,Trent,Forrest,1998-06-12,Florida State,USA,76.0,210.0,True,False,False,-1.0,-1.0,-1.0
2218,Joseph,Forte,1981-03-23,North Carolina,USA,76.0,194.0,True,False,False,2001.0,1.0,21.0
202622,Courtney,Fortson,1988-05-23,Arkansas,USA,71.0,185.0,True,False,False,-1.0,-1.0,-1.0
1504,Danny,Fortson,1976-03-27,Cincinnati,USA,80.0,260.0,False,True,True,1997.0,1.0,10.0
76740,Fred,Foster,1946-03-18,Miami (Ohio),USA,77.0,76740.0,False,True,False,1968.0,3.0,28.0
323,Greg,Foster,1968-10-03,Texas-El Paso,USA,83.0,250.0,False,False,True,1990.0,2.0,35.0
1902,Jeff,Foster,1977-01-16,Southwest Texas State,USA,83.0,250.0,False,True,True,1999.0,1.0,21.0
76742,Rod,Foster,1960-10-10,UCLA,USA,73.0,160.0,True,False,False,1983.0,2.0,28.0
1630701,Michael,Foster Jr.,2003-01-16,"",USA,80.0,250.0,False,True,False,-1.0,-1.0,-1.0
56033,Antonios,Fotsis,"","","","","","","","","","",""
2238,Antonis,Fotsis,1981-04-01,Panathinaikos,Greece,82.0,2238.0,False,True,False,2001.0,2.0,47.0
196294576,Dan,Fotu,"","","","","","","","","","",""
203095,Evan,Fournier,1992-10-29,Poitiers Basket 86,France,78.0,205.0,True,True,False,2012.0,1.0,20.0
76744,Larry,Foust,1928-06-24,La Salle,USA,81.0,215.0,False,False,True,1950.0,1.0,5.0
76745,Jerry,Fowler,1927-06-20,Missouri,USA,79.0,230.0,False,False,True,-1.0,-1.0,-1.0
1762,Tremaine,Fowlkes,1976-04-11,Fresno State,USA,80.0,220.0,False,True,False,1998.0,2.0,54.0
1628368,De'Aaron,Fox,"","","","","",False,False,False,"","",""
76746,Harold,Fox,1949-08-29,Jacksonville,USA,74.0,175.0,True,False,False,1972.0,2.0,15.0
76747,Jim,Fox,1943-04-07,South Carolina,USA,82.0,230.0,False,False,True,1965.0,8.0,67.0
296,Rick,Fox,1969-07-24,North Carolina,Canada,79.0,235.0,False,True,False,1991.0,1.0,24.0
196295504,Austin,Foxwell,"","","","","","","","","","",""
196295502,Owen,Foxwell,"","","","","",false,false,false,"","",""
200751,Randy,Foye,1983-09-24,Villanova,USA,76.0,218.0,True,False,False,2006.0,1.0,7.0
1502,Adonal,Foyle,1975-03-09,Colgate,St. Vincent & Grenadines,82.0,270.0,False,False,True,1997.0,1.0,8.0
2499,Richie,Frahm,1977-08-14,Gonzaga,USA,77.0,2499.0,False,False,False,-22.0,-22.0,-22.0
1883,Steve,Francis,1977-02-21,Maryland,USA,75.0,210.0,True,False,False,1999.0,1.0,2.0
76748,Tellis,Frank,1965-04-26,Western Kentucky,USA,82.0,225.0,False,True,False,1987.0,1.0,14.0
76749,Nat,Frankel,1913-11-03,Brooklyn,USA,72.0,195.0,False,True,False,-1.0,-1.0,-1.0
1641848,Armaan,Franklin,2000-11-17,Virginia,USA,"",1641848.0,False,False,False,-22.0,-22.0,-22.0
203479,Jamaal,Franklin,1991-07-21,San Diego State,USA,77.0,191.0,True,False,False,2013.0,2.0,41.0
1629606,Robert,Franks,1996-12-18,Washington State,USA,79.0,1629606.0,False,False,False,-22.0,-22.0,-22.0
196294101,Robert,Franks,"","","","","",False,False,False,"","",""
204025,Tim,Frazier,1990-11-01,Penn State,USA,72.0,170.0,True,False,False,-1.0,-1.0,-1.0
76750,Walt,Frazier,1945-03-29,Southern Illinois,USA,76.0,200.0,True,False,False,1967.0,1.0,5.0
76751,Will,Frazier,1942-08-24,Grambling,USA,79.0,210.0,False,True,False,1965.0,2.0,9.0
1626187,Michael,Frazier II,1994-03-08,Florida,USA,75.0,200.0,True,False,False,-1.0,-1.0,-1.0
1628982,Melvin,Frazier Jr.,1996-08-30,Tulane,USA,77.0,215.0,True,True,False,2018.0,2.0,35.0
76752,Anthony,Frederick,1964-12-07,Pepperdine,USA,79.0,205.0,False,True,False,1986.0,6.0,133.0
1962937431,Jimmer,Fredette,"","","","","",False,False,False,"","",""
1962937769,Jimmer,Fredette,"","","","","","","","","","",""
202690,Jimmer,Fredette,1989-02-25,Brigham Young,USA,74.0,195.0,True,False,False,2011.0,1.0,10.0
76753,World,Free,1953-12-09,Guilford,USA,75.0,185.0,True,False,False,1975.0,2.0,23.0
202683,Enes,Freedom,1992-05-20,Fenerbahce,Turkey,82.0,250.0,False,False,True,2011.0,1.0,3.0
200777,Joel,Freeland,1987-02-07,Malaga,United Kingdom,82.0,225.0,False,True,True,2006.0,1.0,30.0
76754,Donnie,Freeman,1944-07-18,Illinois,USA,75.0,76754.0,True,False,False,1966.0,3.0,29.0
1642402,Enrique,Freeman,2000-07-29,Akron,USA,79.0,1642402.0,False,True,False,2024.0,2.0,50.0
76755,Gary,Freeman,1948-07-25,Oregon State,USA,81.0,76755.0,False,True,False,1970.0,1.0,16.0
76756,Rod,Freeman,1950-11-05,Vanderbilt,USA,79.0,225.0,False,True,False,1973.0,11.0,166.0
1627887,Trey,Freeman,"","","","","","","","","","",""
1631241,Javon,Freeman-Liberty,1999-10-20,DePaul,USA,75.0,1631241.0,True,False,False,-22.0,-22.0,-22.0
2782,Matt,Freije,1981-10-02,Vanderbilt,USA,81.0,249.0,False,True,False,2004.0,2.0,53.0
76757,Frido,Frey,1921-10-26,Long Island-Brooklyn,USA,74.0,195.0,False,True,False,-1.0,-1.0,-1.0
42575,Vitaly,Fridzon,"","","","","","","","","","",""
513,Vitaly,Fridzon,"","","","","","","","","","",""
76758,Larry,Friend,1935-04-14,California,USA,76.0,185.0,True,False,False,1957.0,2.0,13.0
76759,Pat,Frink,1945-02-18,Colorado,USA,76.0,195.0,True,False,False,1968.0,3.0,27.0
43234,Will,Frisby,"","","","","","","","","","",""
76760,Jim,Fritsche,1931-12-10,Hamline,USA,80.0,210.0,False,False,True,1953.0,1.0,7.0
1629096,Harry,Froling,"","","","","","","","","","",""
101112,Channing,Frye,1983-05-17,Arizona,USA,84.0,255.0,False,True,True,2005.0,1.0,8.0
76761,Bernie,Fryer,1949-12-25,Brigham Young,USA,75.0,185.0,True,False,False,1972.0,7.0,109.0
76762,Frank,Fucarino,1920-07-24,Long Island-Brooklyn,USA,74.0,175.0,False,True,False,-1.0,-1.0,-1.0
40037,Gregor,Fucka,"","","","","","","","","","",""
1641788,Alex,Fudge,2003-05-06,Florida,USA,80.0,1641788.0,False,True,False,-22.0,-22.0,-22.0
76763,Herm,Fuetsch,1918-07-06,Polytechnic HS (CA),USA,72.0,170.0,True,False,False,-1.0,-1.0,-1.0
76764,Joe,Fulks,1921-10-26,Murray State,USA,77.0,190.0,False,True,False,-1.0,-1.0,-1.0
1962937810,Tom,Fullarton,"","","","","","","","","","",""
2673,Hiram,Fuller,1981-05-13,Fresno State,USA,81.0,240.0,False,True,False,-1.0,-1.0,-1.0
957,Todd,Fuller,1974-07-25,North Carolina State,USA,"","",False,False,True,1996.0,1.0,11.0
76765,Tony,Fuller,1958-09-04,Pepperdine,USA,76.0,180.0,True,False,False,1980.0,5.0,93.0
1628365,Markelle,Fultz,1998-05-29,Washington,USA,76.0,209.0,True,False,False,2017.0,1.0,1.0
1444,Lawrence,Funderburke,1970-12-15,Ohio State,USA,81.0,230.0,False,True,False,1994.0,2.0,51.0
1641847,Andrew,Funk,1999-09-21,Penn State,USA,77.0,1641847.0,False,False,False,-22.0,-22.0,-22.0
1641917,Taylor,Funk,1997-11-06,Utah State,USA,"",1641917.0,False,False,False,-22.0,-22.0,-22.0
76767,Terry,Furlow,1954-10-18,Michigan State,USA,77.0,190.0,True,False,False,1976.0,1.0,12.0
1642277,Johnny,Furphy,"","","","","","","","","","",""
40031,Roberto,Gabini,"","","","","","","","","","",""
76768,Billy,Gabor,1922-05-13,Syracuse,USA,71.0,170.0,True,False,False,1948.0,"",""
40061,German,Gabriel,"","","","","","","","","","",""
42552,German,Gabriel,"","","","","","","","","","",""
1629117,Wenyen,Gabriel,1997-03-26,Kentucky,South Sudan,81.0,205.0,False,True,False,-1.0,-1.0,-1.0
203583,Abdul,Gaddy,1992-01-26,Washington,USA,"",203583.0,False,False,False,2013.0,0.0,0.0
200390,Cheyne,Gadson,"","","","","","","","","","",""
2429,Dan,Gadzuric,1978-02-02,UCLA,Netherlands,83.0,240.0,False,False,True,2002.0,2.0,33.0
202070,Tony,Gaffney,1984-11-14,Massachusetts,USA,80.0,205.0,False,True,False,-1.0,-1.0,-1.0
1629655,Daniel,Gafford,"","","","","",False,False,False,"","",""
196295500,Guy,Gafnu,"","","","","","","","","","",""
101184,Deng,Gai,1982-03-22,Fairfield,South Sudan,81.0,250.0,False,True,False,-1.0,-1.0,-1.0
76769,Elmer R.,Gainer,1905-04-02,DePaul,USA,"","","","","",1947.0,"",""
200510,Charles,Gaines,"","","","","","","","","","",""
76770,Corey,Gaines,1965-06-01,Loyola-Marymount,USA,75.0,195.0,True,False,False,1988.0,3.0,65.0
2558,Reece,Gaines,1981-01-07,Louisville,USA,78.0,205.0,True,False,False,2003.0,1.0,15.0
